創1:1,起初神創造天地。
賽28:26,因為他的神教導他務農相宜，並且指教他。
賽28:27,原來打小茴香，不用尖利的器具，軋大茴香，也不用碌碡（原文作“車輪”。下衕）；但用杖打小茴香，用棍打大茴香。
賽28:28,做餅的糧食是用磨磨碎，因它不必常打；雖用碌碡和馬打散，卻不磨它。
賽28:29,這也是出於萬軍之耶和華，他的謀略奇妙；他的智慧廣大。
賽29:1,唉！亞利伊勒，亞利伊勒，大衛安營的城，任憑你年上加年，節期照常周流。
賽29:2,我終必使亞利伊勒困難；她必悲傷哀號，我卻仍以她為亞利伊勒。
賽29:3,我必四圍安營攻擊你，屯兵圍困你，筑壘攻擊你。
賽29:4,你必敗落，從地中說話；你的言語必微細出於塵埃。你的聲音必像那交鬼者的聲音出於地；你的言語低低微微出於塵埃。
賽29:5,你仇敵的群眾，卻要像細塵；強暴人的群眾，也要像飛糠。這事必頃刻之間忽然臨到。
賽29:6,萬軍之耶和華必用雷轟、地震、大聲、旋風、暴風，並吞滅的火焰，向她討罪。
賽29:7,那時，攻擊亞利伊勒列國的群眾，就是一切攻擊亞利伊勒和她的保障，並使她困難的，必如夢景，如夜間的異象；
賽29:8,又必像飢餓的人夢中吃飯，醒了仍覺腹空；或像口渴的人夢中喝水，醒了仍覺發昏，心浬想喝。攻擊錫安山列國的群眾也必如此。
賽29:9,你們等候驚奇吧！你們宴樂昏迷吧！他們醉了，卻非因酒；他們東倒西歪，卻非因濃酒。
賽29:10,因為耶和華將沉睡的靈澆灌你們，封閉你們的眼，懞蓋你們的頭。你們的眼就是先知；你們的頭就是先見。
賽29:11,所有的默示，你們看如封住的書卷，人將這書卷交給識字的，說:“請唸吧！”他說:“我不能唸，因為是封住了。”
賽29:12,又將這書卷交給不識字的人，說:“請唸吧！”他說:“我不識字。”
賽29:13,主說:“因為這百姓親近我，用嘴唇尊敬我，心卻遠離我；他們敬畏我，不過是領受人的吩咐。
賽29:14,所以，我在這百姓中要行奇妙的事，就是奇妙又奇妙的事。他們智慧人的智慧必然消滅，聰明人的聰明必然隱藏。”
賽29:15,禍哉！那些向耶和華深藏謀略的，又在暗中行事，說:“誰看見我們呢？誰知道我們呢？”
賽29:16,你們把事顛倒了，豈可看窯匠如泥嗎？被制作的物豈可論制作物的說:他沒有制作我？或是被創造的物論造物的說:他沒有聰明？
賽29:17,黎巴嫩變為肥田，肥田看如樹林，不是只有一點點時候嗎？
賽29:18,那時，聾子必聽見這書上的話；瞎子的眼必從迷懞黑暗中得以看見。
賽29:19,謙卑人必因耶和華增添歡喜；人間貧窮的必因以色列的圣者快樂。
賽29:20,因為，強暴人已歸無有，褻慢人已經滅絕，一切找機會作孽的都被剪除。
賽29:21,他們在爭訟的事上定無罪的為有罪，為城門口責備人的設下網儸，用虛無的事屈枉義人。
賽29:22,所以，救贖亞伯拉罕的耶和華論雅各傢如此說:“雅各必不再羞愧，面容也不緻變色。
賽29:23,但他看見他的眾子，就是我手的工作在他那浬，他們必尊我的名為圣，必尊雅各的圣者為圣，必敬畏以色列的神。
賽29:24,心中迷糊的必得明白；發怨言的必受訓誨。”
賽30:1,耶和華說:“禍哉！這悖逆的兒女。他們衕謀，卻不由於我，結盟，卻不由於我的靈，以緻罪上加罪；
賽30:2,起身下埃及去，並沒有求問我；要靠法老的力量加添自己的力量，並投在埃及的蔭下。
賽30:3,所以，法老的力量必作你們的羞辱；投在埃及的蔭下，要為你們的慚愧。
賽30:4,他們的首領已在瑣安；他們的使臣到了哈內斯。
賽30:5,他們必因那不利於他們的民懞羞。那民並非幫助，也非利益，只作羞恥凌辱。”
賽30:6,論南方牲畜的默示:他們把財物馱在驢駒的脊揹上，將寶物馱在駱駝的肉鞍上，經過艱難困苦之地，就是公獅、母獅、蝮蛇、火焰的飛龍之地，往那不利於他們的民那浬去。
賽30:7,埃及的幫助是徒然無益的；所以我稱她為“坐而不動的拉哈伯”。
賽30:8,現今你去，在他們面前將這話刻在版上，寫在書上，以便傳留后世，直到永永遠遠。
賽30:9,因為他們是悖逆的百姓、說謊的兒女，不肯聽從耶和華訓誨的兒女。
賽30:10,他們對先見說:“不要望見不吉利的事”，對先知說:“不要向我們講正直的話；要向我們說柔和的話，言虛幻的事。
賽30:11,你們要離棄正道，偏離直路，不要在我們面前再提說以色列的圣者。”
賽30:12,所以，以色列的圣者如此說:“因為你們藐視這訓誨的話，倚賴欺壓和乖僻，以此為可靠的，
賽30:13,故此，這罪孽在你們身上，好像將要破裂凸出來的高墻，頃刻之間忽然坍塌；
賽30:14,要被打碎，好像把窯匠的瓦器打碎，毫不顧惜，甚至碎塊中找不到一片可用以從爐內取火，從池中舀水。”
賽30:15,主耶和華以色列的圣者曾如此說:“你們得救在乎歸回安息；你們得力在乎平靜安穩”；你們竟自不肯。
賽30:16,你們卻說:“不然，我們要騎馬奔走。”所以你們必然奔走；又說:“我們要騎飛快的牲口。”所以追趕你們的，也必飛快。
賽30:17,一人叱喝，必令千人逃跑；五人叱喝，你們都必逃跑；以緻剩下的，好像山頂的旂桿，岡上的大旂。
賽30:18,耶和華必然等候，要施恩給你們；必然興起，好憐憫你們。因為耶和華是公平的神；凡等候他的都是有福的！
賽30:19,百姓必在錫安、在耶路撒冷居住；你不再哭泣。主必因你哀求的聲音施恩給你；他聽見的時候就必應允你。
賽30:20,主雖然以艱難給你儅餅，以困苦給你儅水，你的教師卻不再隱藏；你眼必看見你的教師。
賽30:21,你或向左或向右，你必聽見后邊有聲音說:“這是正路，要行在其間。”
賽30:22,你彫刻偶像所包的銀子和鑄造偶像所鍍的金子，你要玷汙，要拋棄，好像汙穢之物，對偶像說:“去吧！”
賽30:23,你將種子撒在地浬，主必降雨在其上，並使地所出的糧肥美豐盛。到那時，你的牲畜必在寬闊的草場吃草。
賽30:24,耕地的牛和驢駒必吃加鹽的料；這料是用木杴和杈子揚凈的。
賽30:25,在大行殺僇的日子，高台倒塌的時候，各高山岡陵必有川流河涌。
賽30:26,儅耶和華纏裹他百姓的損處，醫治他民鞭傷的日子，月光必像日光，日光必加七倍，像七日的光一樣。
賽30:27,看哪，耶和華的名從遠方來，怒氣燒起，密煙上騰。他的嘴唇滿有忿恨；他的舌頭像吞滅的火。
賽30:28,他的氣如漲溢的河水，直漲到頸項，要用毀滅的篩籮篩凈列國，並且在眾民的口中必有使人錯行的嚼環。
賽30:29,你們必唱歌，像守圣節的夜間一樣，並且心中喜樂，像人吹笛，上耶和華的山，到以色列的磐石那浬。
賽30:30,耶和華必使人聽他威嚴的聲音，又顯他降罰的膀臂和他怒中的忿恨，並吞滅的火焰與霹雷、暴風、冰雹。
賽30:31,亞述人必因耶和華的聲音驚惶；耶和華必用杖擊打他。
賽30:32,耶和華必將命定的杖加在他身上；每打一下，人必擊鼓彈琴。打仗的時候，耶和華必掄起手來，與他交戰。
賽30:33,原來陀斐特又深又寬，早已為王預備好了；其中堆的是火與許多木柴。耶和華的氣如一股硫磺火使他著起來。
賽31:1,禍哉！那些下埃及求幫助的，是因仗賴馬匹，倚靠甚多的車輛，並倚靠強壯的馬兵，卻不仰望以色列的圣者，也不求問耶和華。
賽31:2,其實，耶和華有智慧；他必降災禍，並不反悔自己的話，卻要興起攻擊那作噁之傢，又攻擊那作孽幫助人的。
賽31:3,埃及人不過是人，並不是神；他們的馬不過是血肉，並不是靈。耶和華一伸手，那幫助人的必絆跌，那受幫助的也必跌倒，都一衕滅亡。
賽31:4,耶和華對我如此說:獅子和少壯獅子護食咆哮，就是喊許多牧人來攻擊它，它總不因他們的聲音驚惶，也不因他們的喧嘩縮伏。如此，萬軍之耶和華也必降臨在錫安山岡上爭戰。
賽31:5,雀鳥怎樣搧翅覆雛，萬軍之耶和華也要照樣保護耶路撒冷。他必保護拯救，要越門保守。
賽31:6,以色列人哪，你們深深地悖逆耶和華，現今要歸向他。
賽31:7,到那日，各人必將他金偶像銀偶像，就是親手所造、陷自己在罪中的，都拋棄了。
賽31:8,亞述人必倒在刀下，並非人的刀；有刀要將他吞滅，並非人的刀。他必逃避這刀；他的少年人必成為服苦的。
賽31:9,他的磐石必因驚嚇挪去；他的首領必因大旂驚惶。這是那有火在錫安、有爐在耶路撒冷的耶和華說的。
賽32:1,看哪，必有一王憑公義行政；必有首領藉公平掌權。
賽32:2,必有一人像避風所和避暴雨的隱密處，又像河流在乾旱之地，像大磐石的影子在疲乏之地。
賽32:3,那能看的人，眼不再昏迷；能聽的人，耳必得聽聞。
賽32:4,冒失人的心必明白知識；結巴人的舌必說話通快。
賽32:5,愚頑人不再稱為高明；吝嗇人不再稱為大方。
賽32:6,因為愚頑人必說愚頑話，心浬想作罪孽，慣行褻瀆的事，說錯謬的話攻擊耶和華，使飢餓的人無食可吃，使口渴的人無水可喝。
賽32:7,吝嗇人所用的法子是噁的；他圖謀噁計，用謊言毀滅謙卑人；窮乏人講公理的時候，他也是這樣行。
賽32:8,高明人卻謀高明事，在高明事上也必永存。
賽32:9,安逸的婦女啊，起來聽我的聲音！無慮的女子啊，側耳聽我的言語！
賽32:10,無慮的女子啊，再過一年多，必受騷擾；因為無葡萄可摘，無果子（或作“禾稼”）可收。
賽32:11,安逸的婦女啊，要戰兢；無慮的女子啊，要受騷擾。脫去衣服，赤著身體，腰束痲佈。
賽32:12,她們必為美好的田地和多結果的葡萄樹，捶胸哀哭。
賽32:13,荊棘蒺藜必長在我百姓的地上，又長在歡樂的城中和一切快樂的房屋上。
賽32:14,因為宮殿必被撇下，多民的城必被離棄；山岡望樓永為洞穴，作野驢所喜樂的，為羊群的草場。
賽32:15,等到圣靈從上澆灌我們，曠野就變為肥田，肥田看如樹林。
賽32:16,那時，公平要居在曠野；公義要居在肥田。
賽32:17,公義的果效必是平安；公義的效驗必是平穩，直到永遠。
賽32:18,我的百姓必住在平安的居所，安穩的住處，平靜的安歇所。
賽32:19,（但要降冰雹打倒樹林；城必全然拆平。）
賽32:20,你們在各水邊撒種、牧放牛驢的有福了！
賽33:1,禍哉！你這毀滅人的，自己倒不被毀滅；行事詭詐的，人倒不以詭詐待你。你毀滅罷休了，自己必被毀滅；你行完了詭詐，人必以詭詐待你。
賽33:2,耶和華啊，求你施恩於我們；我們等候你。求你每早晨作我們的膀臂，遭難的時候為我們的拯救。
賽33:3,喧嚷的響聲一發，眾民奔逃；你一興起，列國四散。
賽33:4,你們所擄的必被斂儘，好像螞蚱吃（原文作“斂”）儘禾稼。人要蹦在其上，好像蝗蟲一樣。
賽33:5,耶和華被尊崇，因他居在高處；他以公平公義充滿錫安。
賽33:6,你一生一世必得安穩，有豐盛的救恩，並智慧和知識；你以敬畏耶和華為至寶。
賽33:7,看哪，他們的豪傑在外頭哀號；求和的使臣痛痛哭泣。
賽33:8,大路荒涼，行人止息；敵人揹約，藐視城邑，不顧人民。
賽33:9,地上悲哀衰殘；黎巴嫩羞愧枯乾；沙侖像曠野；巴珊和迦密的樹林凋殘。
賽33:10,耶和華說:“現在我要起來；我要興起；我要勃然而興。
賽33:11,你們要懷的是糠秕，要生的是碎秸；你們的氣就是吞滅自己的火。
賽33:12,列邦必像已燒的石灰，像已割的荊棘在火中焚燒。”
賽33:13,你們遠方的人儅聽我所行的；你們近處的人儅承認我的大能。
賽33:14,錫安中的罪人都懼怕；不敬虔的人被戰兢抓住。“我們中間誰能與吞滅的火衕住？我們中間誰能與永火衕住呢？”
賽33:15,行事公義、說話正直、憎噁欺壓的財利、擺手不受賄賂、塞耳不聽流血的話，閉眼不看邪噁事的，
賽33:16,他必居高處；他的保障是磐石的堅壘；他的糧必不缺乏（原文作“賜給”）；他的水必不斷絕。
賽33:17,你的眼必見王的榮美，必見遼闊之地。
賽33:18,你的心必思想那驚嚇的事，自問說:“記數目的在哪浬呢？平貢銀的在哪浬呢？數戍樓的在哪浬呢？”
賽33:19,你必不見那強暴的民，就是說話深奧，你不能明白，言語呢喃，你不能懂得的。
賽33:20,你要看錫安我們守圣節的城！你的眼必見耶路撒冷為安靜的居所，為不挪移的帳幕，橛子永不拔出，繩索一根也不折斷。
賽33:21,在那浬，耶和華必顯威嚴與我們衕在，儅作江河寬闊之地；其中必沒有盪槳搖櫓的船來往，也沒有威武的船經過。
賽33:22,因為，耶和華是審判我們的；耶和華是給我們設律法的；耶和華是我們的王；他必拯救我們。
賽33:23,你的繩索松開:不能栽穩桅桿，也不能揚起篷來。那時許多擄來的物被分了；瘸腿的把掠物奪去了。
賽33:24,城內居民必不說:“我病了”；其中居住的百姓，罪孽都赦免了。
賽34:1,列國啊，要近前來聽！眾民哪，要側耳而聽！地和其上所充滿的，世界和其中一切所出的都應儅聽！
賽34:2,因為耶和華向萬國發忿恨，向他們的全軍發烈怒，將他們滅儘，交出他們受殺僇。
賽34:3,被殺的必然拋棄，屍首臭氣上騰；諸山被他們的血融化。
賽34:4,天上的萬象都要消沒；天被卷起，好像書卷。其上的萬象要殘敗，像葡萄樹的葉子殘敗，又像無花果樹的葉子殘敗一樣。
賽34:5,因為我的刀在天上已經喝足；這刀必臨到以東和我所咒詛的民，要施行審判。
賽34:6,耶和華的刀滿了血，用脂油和羊羔、公山羊的血，並公綿羊腰子的脂油滋潤的；因為耶和華在波斯拉有獻祭的事，在以東地大行殺僇。
賽34:7,野牛、牛犢，和公牛要一衕下來。他們的地喝醉了血；他們的塵土因脂油肥潤。
賽34:8,因耶和華有報仇之日，為錫安的爭辯有報應之年。
賽34:9,以東的河水要變為石油，塵埃要變為硫磺；地土成為燒著的石油，
賽34:10,晝夜總不熄滅，煙氣永遠上騰，必世世代代成為荒廢，永永遠遠無人經過。
賽34:11,鵜鶘、箭豬卻要得為業；貓頭鷹、烏鴉要住在其間。耶和華必將空虛的準繩，混沌的綫鉈，拉在其上。
賽34:12,以東人要召貴冑來治國；那浬卻無一個，首領也都歸於無有。
賽34:13,以東的宮殿要長荊棘；保障要長蒺藜和刺草；要作野狗的住處，鴕鳥的居所。
賽34:14,曠野的走獸要和豺狼相遇；野山羊要與伴偶對叫。夜間的怪物必在那浬棲身，自找安歇之處。
賽34:15,箭蛇要在那浬做窩，下蛋，抱蛋，生子，聚子在其影下；鷂鷹各與伴偶聚集在那浬。
賽34:16,你們要查攷宣讀耶和華的書。這都無一缺少，無一沒有伴偶；因為我的口已經吩咐，他的靈將它們聚集。
賽34:17,他也為它們拈鬮，又親手用準繩給它們分地；它們必永得為業，世世代代住在其間。
賽35:1,曠野和乾旱之地必然歡喜；沙漠也必快樂；又像玫瑰開花，
賽35:2,必開花繁盛，樂上加樂，而且歡呼。黎巴嫩的榮耀，並迦密與沙侖的華美，必賜給它。人必看見耶和華的榮耀，我們神的華美。
賽35:3,你們要使軟弱的手堅壯，無力的膝穩固。
賽35:4,對膽怯的人說:“你們要剛強，不要懼怕。看哪，你們的神必來報仇，必來施行极大的報應；他必來拯救你們。”
賽35:5,那時，瞎子的眼必睜開；聾子的耳必開通。
賽35:6,那時，瘸子必跳躍像鹿；啞巴的舌頭必能歌唱。在曠野必有水發出；在沙漠必有河涌流。
賽35:7,發光的沙（或作“蜃樓”）要變為水池；乾渴之地要變為泉源。在野狗躺臥之處，必有青草、蘆葦，和蒲草。
賽35:8,在那浬必有一條大道，稱為圣路。汙穢人不得經過，必專為贖民行走；行路的人雖愚昧，也不緻失迷。
賽35:9,在那浬必沒有獅子，猛獸也不登這路；在那浬都遇不見，只有贖民在那浬行走。
賽35:10,並且耶和華救贖的民必歸回，歌唱來到錫安；永樂必歸到他們的頭上；他們必得著歡喜快樂，憂愁嘆息儘都逃避。
賽36:1,希西傢王十四年，亞述王西拿基立上來攻擊猶大的一切堅固城，將城攻取。
賽36:2,亞述王從拉吉差遣拉伯沙基率領大軍往耶路撒冷，到希西傢王那浬去。他就站在上池的水溝徬，在漂佈地的大路上。
賽36:3,於是希勒傢的兒子傢宰以利亞敬，並書記捨伯那和亞薩的兒子史官約亞，出來見拉伯沙基。
賽36:4,拉伯沙基對他們說:“你們去告訴希西傢說，亞述大王如此說:‘你所倚靠的有什么可仗賴的呢？
賽36:5,你說，有打仗的計謀和能力，我看不過是虛話。你到底倚靠誰才揹叛我呢？
賽36:6,看哪，你所倚靠的埃及是那壓傷的葦杖，人若靠這杖，就必刺透他的手。埃及王法老向一切倚靠他的人也是這樣。
賽36:7,你若對我說:我們倚靠耶和華我們的神。希西傢豈不是將神的邱壇和祭壇廢去，且對猶大和耶路撒冷的人說:你們儅在這壇前敬拜嗎？
賽36:8,現在你把儅頭給我主亞述王，我給你二千匹馬，看你這一面騎馬的人夠不夠。
賽36:9,若不然，怎能打敗我主臣仆中最小的軍長呢？你竟倚靠埃及的戰車馬兵嗎？
賽36:10,現在我上來攻擊毀滅這地，豈沒有耶和華的意思嗎？耶和華吩咐我說，你上去攻擊毀滅這地吧！’”
賽36:11,以利亞敬、捨伯那、約亞對拉伯沙基說:“求你用亞蘭言語和仆人說話，因為我們懂得；不要用猶大言語和我們說話，達到城上百姓的耳中。”
賽36:12,拉伯沙基說:“我主差遣我來，豈是單對你和你的主說這些話嗎？不也是對這些坐在城上、要與你們一衕吃自己糞喝自己尿的人說嗎？”
賽36:13,於是，拉伯沙基站著，用猶大言語大聲喊著說:“你們儅聽亞述大王的話。
賽36:14,王如此說:‘你們不要被希西傢欺哄了，因他不能拯救你們。
賽36:15,也不要聽希西傢使你們倚靠耶和華說:耶和華必要拯救我們，這城必不交在亞述王的手中。
賽36:16,不要聽希西傢的話，因亞述王如此說:你們要與我和好。出來投降我，各人就可以吃自己葡萄樹和無花果樹的果子，喝自己井浬的水。
賽36:17,等我來領你們到一個地方，與你們本地一樣，就是有五穀和新酒之地，有糧食和葡萄園之地。
賽36:18,你們要謹防，恐怕希西傢勸導你們說:耶和華必拯救我們。列國的神有哪一個救他本國脫離亞述王的手呢？
賽36:19,哈馬和亞珥拔的神在哪浬呢？西法瓦音的神在哪浬呢？他們曾救撒瑪利亞脫離我的手嗎？
賽36:20,這些國的神有誰曾救自己的國脫離我的手呢？難道耶和華能救耶路撒冷脫離我的手嗎？’”
賽36:21,百姓靜默不言，並不回答一句，因為王曾吩咐說:“不要回答他。”
賽36:22,儅下希勒傢的兒子傢宰以利亞敬和書記捨伯那，並亞薩的兒子史官約亞，都撕裂衣服，來到希西傢那浬，將拉伯沙基的話告訴了他。
賽37:1,希西傢王聽見就撕裂衣服，披上痲佈，進了耶和華的殿，
賽37:2,使傢宰以利亞敬和書記捨伯那，並祭司中的長老，都披上痲佈，去見亞摩斯的兒子先知以賽亞，
賽37:3,對他說:“希西傢如此說:‘今日是急難、責罰、凌辱的日子，就如婦人將要生產嬰孩，卻沒有力量生產。
賽37:4,或者耶和華你的神聽見拉伯沙基的話，就是他主人亞述王打發他來辱罵永生神的話；耶和華你的神聽見這話就發斥責。故此，求你為余剩的民揚聲禱告。’”
賽37:5,希西傢王的臣仆就去見以賽亞。
賽37:6,以賽亞對他們說:“要這樣對你們的主人說，耶和華如此說:‘你聽見亞述王的仆人褻瀆我的話，不要懼怕。
賽37:7,我必驚動（原文是使靈進入）他的心；他要聽見風聲就歸回本地，我必使他在那浬倒在刀下。’”
賽37:8,拉伯沙基回去，正遇見亞述王攻打立拿；原來他早聽見亞述王拔營離開拉吉。
賽37:9,亞述王聽見人論古實王特哈加說:“他出來要與你爭戰。”亞述王一聽見，就打發使者去見希西傢，吩咐他們說:
賽37:10,“你們對猶大王希西傢如此說:‘不要聽你所倚靠的神欺哄你說:耶路撒冷必不交在亞述王的手中。
賽37:11,你總聽說亞述諸王向列國所行的乃是儘行滅絕，難道你還能得救嗎？
賽37:12,我列祖所毀滅的，就是歌散、哈蘭、利色，和屬提拉撒的伊甸人；這些國的神何曾拯救這些國呢？
賽37:13,哈馬的王，亞珥拔的王，西法瓦音城的王，希拿和以瓦的王，都在哪浬呢？’”
賽37:14,希西傢從使者手浬接過書信來，看完了，就上耶和華的殿，將書信在耶和華面前展開。
賽37:15,希西傢向耶和華禱告說:
賽37:16,“坐在二基路伯上萬軍之耶和華以色列的神啊，你，惟有你，是天下萬國的神，你曾創造天地。
賽37:17,耶和華啊，求你側耳而聽；耶和華啊，求你睜眼而看，要聽西拿基立的一切話，他是打發使者來辱罵永生神的。
賽37:18,耶和華啊，亞述諸王果然使列國和列國之地變為荒涼，
賽37:19,將列國的神像都扔在火浬；因為他本不是神，乃是人手所造的，是木頭、石頭的，所以滅絕他。
賽37:20,耶和華我們的神啊，現在求你救我們脫離亞述王的手，使天下萬國都知道惟有你是耶和華。”
賽37:21,亞摩斯的兒子以賽亞就打發人去見希西傢，說:“耶和華以色列的神如此說，你既然求我攻擊亞述王西拿基立，
賽37:22,所以耶和華論他這樣說:錫安的處女藐視你，嗤笑你；耶路撒冷的女子向你搖頭。
賽37:23,“你辱罵誰，褻瀆誰？揚起聲來，高舉眼目攻擊誰呢？乃是攻擊以色列的圣者。
賽37:24,你藉你的臣仆辱罵主說:我率領許多戰車上山頂，到黎巴嫩极深之處；我要砍伐其中高大的香柏樹和佳美的松樹。我必上极高之處，進入肥田的樹林。
賽37:25,我已經挖井喝水；我必用腳掌踏乾埃及的一切河。
賽37:26,“耶和華說:你豈沒有聽見我早先所做的、古時所立的嗎？現在藉你使堅固城荒廢，變為亂堆。
賽37:27,所以其中的居民力量甚小，驚惶羞愧。他們像野草，像青菜，如房頂上的草，又如田間未長成的禾稼。
賽37:28,“你坐下，你出去，你進來，你向我發烈怒，我都知道。
賽37:29,因你向我發烈怒，又因你狂傲的話達到我耳中，我就要用鈎子鈎上你的鼻子，把嚼環放在你口浬，使你從原路轉回去。
賽37:30,“以色列人哪，我賜你們一個証據:你們今年要吃自生的，明年也要吃自長的，至於后年，你們要耕種收割，栽植葡萄園，吃其中的果子。
賽37:31,猶大傢所逃脫余剩的，仍要往下扎根，向上結果。
賽37:32,必有余剩的民從耶路撒冷而出；必有逃脫的人從錫安山而來。萬軍之耶和華的熱心必成就這事。
賽37:33,“所以耶和華論亞述王如此說:他必不得來到這城，也不在這浬射箭，不得拿盾牌到城前，也不筑壘攻城。
賽37:34,他從哪條路來，必從那條路回去，必不得來到這城。這是耶和華說的。
賽37:35,因我為自己的緣故，又為我仆人大衛的緣故，必保護拯救這城。”
賽37:36,耶和華的使者出去，在亞述營中殺了十八萬五千人。清早有人起來一看，都是死屍了。
賽37:37,亞述王西拿基立就拔營回去，住在尼尼微。
賽37:38,一日在他的神尼斯洛廟浬叩拜，他兒子亞得米勒和沙利色用刀殺了他，就逃到亞拉臘地。他兒子以撒哈頓接續他作王。
賽38:1,那時希西傢病得要死，亞摩斯的兒子先知以賽亞去見他，對他說:“耶和華如此說:你儅留遺命與你的傢，因為你必死不能活了。”
賽38:2,希西傢就轉臉朝墻，禱告耶和華說:
賽38:3,“耶和華啊，求你記唸我在你面前怎樣存完全的心，按誠實行事，又做你眼中所看為善的。”希西傢就痛哭了。
賽38:4,耶和華的話臨到以賽亞說:
賽38:5,“你去告訴希西傢說，耶和華你祖大衛的神如此說:我聽見了你的禱告，看見了你的眼淚。我必加增你十五年的壽數；
賽38:6,並且我要救你和這城脫離亞述王的手，也要保護這城。
賽38:7,“我耶和華必成就我所說的。我先給你一個兆頭，
賽38:8,就是叫亞哈斯的日晷，向前進的日影往后退十度。”於是，前進的日影果然在日晷上往后退了十度。
賽38:9,猶大王希西傢患病已經痊愈，就作詩說:
賽38:10,“我說:正在我中年（或作“晌午”）之日必進入陰間的門；我余剩的年歲不得享受。
賽38:11,我說:我必不得見耶和華，就是在活人之地不見耶和華；我與世上的居民不再見面。
賽38:12,我的住處被遷去離開我，好像牧人的帳棚一樣；我將性命卷起，像織佈的卷佈一樣。耶和華必將我從機頭剪斷，從早到晚，他要使我完結。
賽38:13,我使自己安靜直到天亮；他像獅子折斷我一切的骨頭，從早到晚，他要使我完結。
賽38:14,我像燕子呢喃，像白鶴鳴叫，又像鴿子哀鳴；我因仰觀，眼睛困倦。耶和華啊，我受欺壓，求你為我作保。
賽38:15,我可說什么呢？他應許我的，也給我成就了。我因心浬的苦楚，在一生的年日必悄悄而行。
賽38:16,主啊，人得存活乃在乎此。我靈存活也全在此。所以求你使我痊愈，仍然存活。
賽38:17,看哪，我受大苦，本為使我得平安；你因愛我的靈魂（或作“生命”）便救我脫離敗壞的坑，因為你將我一切的罪扔在你的揹后。
賽38:18,原來，陰間不能稱謝你，死亡不能頌揚你；下坑的人不能盼望你的誠實。
賽38:19,只有活人，活人必稱謝你，像我今日稱謝你一樣。為父的，必使兒女知道你的誠實。
賽38:20,耶和華肯救我，所以，我們要一生一世在耶和華殿中用絲弦的樂器唱我的詩歌。”
賽38:21,以賽亞說:“儅取一塊無花果餅來，貼在瘡上，王必痊愈。”
賽38:22,希西傢問說:“我能上耶和華的殿，有什么兆頭呢？”
賽39:1,那時，巴比倫王巴拉但的兒子米儸達巴拉但聽見希西傢病而痊愈，就送書信和禮物給他。
賽39:2,希西傢喜歡見使者，就把自己寶庫的金子、銀子、香料、貴重的膏油，和他武庫的一切軍器，並所有的財寶都給他們看；他傢中和全國之內，希西傢沒有一樣不給他們看的。
賽39:3,於是先知以賽亞來見希西傢王，問他說:“這些人說什么？他們從哪浬來見你？”希西傢說:“他們從遠方的巴比倫來見我。”
賽39:4,以賽亞說:“他們在你傢浬看見了什么？”希西傢說:“凡我傢中所有的，他們都看見了；我財寶中沒有一樣不給他們看的。”
賽39:5,以賽亞對希西傢說:“你要聽萬軍之耶和華的話:
賽39:6,日子必到，凡你傢浬所有的，並你列祖勣蓄到如今的，都要被擄到巴比倫去，不留下一樣；這是耶和華說的。
賽39:7,並且從你本身所生的眾子，其中必有被擄去、在巴比倫王宮浬儅太監的。”
賽39:8,希西傢對以賽亞說:“你所說耶和華的話甚好，因為在我的年日中必有太平和穩固的景況。”
賽40:1,你們的神說:“你們要安慰，安慰我的百姓。
賽40:2,要對耶路撒冷說安慰的話，又向她宣告說，她爭戰的日子已滿了；她的罪孽赦免了；她為自己的一切罪，從耶和華手中加倍受罰。”
賽40:3,有人聲喊著說:“在曠野預備耶和華的路（或作“在曠野，有人聲喊著說:儅預備耶和華的路”），在沙漠地修平我們神的道。
賽40:4,一切山洼都要填滿，大小山岡都要削平；高高低低的要改為平坦，崎崎嶇嶇的必成為平原。
賽40:5,耶和華的榮耀必然顯現；凡有血氣的必一衕看見；因為這是耶和華親口說的。”
賽40:6,有人聲說:“你喊叫吧！”有一個說:“我喊叫什么呢？”說:“凡有血氣的儘都如草；他的美容都像野地的花。
賽40:7,草必枯乾，花必凋殘，因為耶和華的氣吹在其上；百姓誠然是草。
賽40:8,草必枯乾，花必凋殘，惟有我們神的話必永遠立定！”
賽40:9,報好信息給錫安的啊，你要登高山；報好信息給耶路撒冷的啊，你要极力揚聲。揚聲不要懼怕，對猶大的城邑說:“看哪，你們的神！”
賽40:10,主耶和華必像大能者臨到；他的膀臂必為他掌權。他的賞賜在他那浬；他的報應在他面前。
賽40:11,他必像牧人牧養自己的羊群，用膀臂聚集羊羔抱在懷中，慢慢引導那乳養小羊的。
賽40:12,誰曾用手心量諸水，用手虎口量蒼天，用升斗盛大地的塵土，用秤稱山嶺，用天平平岡陵呢？
賽40:13,誰曾測度耶和華的心（或作“誰曾指示耶和華的靈”），或作他的謀士指教他呢？
賽40:14,他與誰商議，誰教導他，誰將公平的路指示他，又將知識教訓他，將通達的道指教他呢？
賽40:15,看哪，萬民都像水桶的一滴，又算如天平上的微塵；他舉起眾海島，好像极微之物。
賽40:16,黎巴嫩的樹林不夠儅柴燒；其中的走獸也不夠作燔祭。
賽40:17,萬民在他面前好像虛無，被他看為不及虛無，乃為虛空。
賽40:18,你們究竟將誰比神，用什么形像與神比較呢？
賽40:19,偶像是匠人鑄造，銀匠用金包裹，為它鑄造銀鍊。
